,id,firstname,surname,born,died,bornCountry,bornCountryCode,bornCity,diedCountry,diedCountryCode,diedCity,gender,year,category,overallMotivation,share,motivation,name,city,country,age,anglosphere,gender_binary
816,803,Craig C.,Mello,1960-10-19,,USA,US,"New Haven, CT",,,,male,2006.0,medicine,,2.0,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",University of Massachusetts Medical School,"Worcester, MA",USA,46,1,1
817,804,John C.,Mather,1946-08-07,,USA,US,"Roanoke, VA",,,,male,2006.0,physics,,2.0,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",NASA Goddard Space Flight Center,"Greenbelt, MD",USA,60,1,1
818,805,George F.,Smoot,1945-02-20,,USA,US,"Yukon, FL",,,,male,2006.0,physics,,2.0,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",University of California,"Berkeley, CA",USA,61,1,1
819,806,Roger D.,Kornberg,1947-04-24,,USA,US,"St. Louis, MO",,,,male,2006.0,chemistry,,1.0,"""for his studies of the molecular basis of eukaryotic transcription""",Stanford University,"Stanford, CA",USA,59,1,1
820,807,Edmund S.,Phelps,1933-07-26,,USA,US,"Evanston, IL",,,,male,2006.0,economics,,1.0,"""for his analysis of intertemporal tradeoffs in macroeconomic policy""",Columbia University,"New York, NY",USA,73,1,1
821,808,Orhan,Pamuk,1952-06-07,,Turkey,TR,Istanbul,,,,male,2006.0,literature,,1.0,"""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""",,,,54,0,1
822,809,Muhammad,Yunus,1940-06-28,,British India (now Bangladesh),BD,Chittagong,,,,male,2006.0,peace,,2.0,"""for their efforts to create economic and social development from below""",,,,66,0,1
823,810,Grameen Bank,,,,,,,,,,org,2006.0,peace,,2.0,"""for their efforts to create economic and social development from below""",,,,0,0,0
824,811,Mario R.,Capecchi,1937-10-06,,Italy,IT,Verona,,,,male,2007.0,medicine,,3.0,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",University of Utah,"Salt Lake City, UT",USA,70,0,1
825,811,Mario R.,Capecchi,1937-10-06,,Italy,IT,Verona,,,,male,2007.0,medicine,,3.0,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",Howard Hughes Medical Institute,,,70,0,1
826,812,Sir Martin J.,Evans,1941-01-01,,United Kingdom,GB,Stroud,,,,male,2007.0,medicine,,3.0,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",Cardiff University,Cardiff,United Kingdom,66,1,1
827,813,Oliver,Smithies,1925-06-23,,United Kingdom,GB,Halifax,,,,male,2007.0,medicine,,3.0,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",University of North Carolina,"Chapel Hill, NC",USA,82,1,1
828,814,Albert,Fert,1938-03-07,,France,FR,Carcassonne,,,,male,2007.0,physics,,2.0,"""for the discovery of Giant Magnetoresistance""",Universit&eacute; Paris-Sud,Orsay,France,69,0,1
829,814,Albert,Fert,1938-03-07,,France,FR,Carcassonne,,,,male,2007.0,physics,,2.0,"""for the discovery of Giant Magnetoresistance""",Unit&eacute; Mixte de Physique CNRS/THALES,Orsay,France,69,0,1
830,815,Peter,Grünberg,1939-05-18,,Czechoslovakia (now Czech Republic),CZ,Plzen,,,,male,2007.0,physics,,2.0,"""for the discovery of Giant Magnetoresistance""",Forschungszentrum J&uuml;lich,J&uuml;lich,Germany,68,0,1
831,816,Gerhard,Ertl,1936-10-10,,Germany,DE,Bad Cannstatt,,,,male,2007.0,chemistry,,1.0,"""for his studies of chemical processes on solid surfaces""",Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,71,0,1
832,817,Doris,Lessing,1919-10-22,2013-11-17,Persia (now Iran),IR,Kermanshah,United Kingdom,GB,London,female,2007.0,literature,,1.0,"""that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny""",,,,88,0,0
833,818,Intergovernmental Panel on Climate Change (IPCC),,,,,,,,,,org,2007.0,peace,,2.0,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",,,,0,0,0
834,819,Albert Arnold (Al),Gore Jr.,1948-03-31,,USA,US,"Washington, DC",,,,male,2007.0,peace,,2.0,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",,,,59,1,1
835,820,Leonid,Hurwicz,1917-08-21,2008-06-24,Russia,RU,Moscow,USA,US,"Minneapolis, MN",male,2007.0,economics,,3.0,"""for having laid the foundations of mechanism design theory""",University of Minnesota,"Minneapolis, MN",USA,90,0,1
836,821,Eric S.,Maskin,1950-12-12,,USA,US,"New York, NY",,,,male,2007.0,economics,,3.0,"""for having laid the foundations of mechanism design theory""",Institute for Advanced Study,"Princeton, NJ",USA,57,1,1
837,822,Roger B.,Myerson,1951-03-29,,USA,US,"Boston, MA",,,,male,2007.0,economics,,3.0,"""for having laid the foundations of mechanism design theory""",University of Chicago,"Chicago, IL",USA,56,1,1
838,823,Harald,zur Hausen,1936-03-11,,Germany,DE,Gelsenkirchen,,,,male,2008.0,medicine,,2.0,"""for his discovery of human papilloma viruses causing cervical cancer""",German Cancer Research Center,Heidelberg,Germany,72,0,1
839,824,Françoise,Barré-Sinoussi,1947-07-30,,France,FR,Paris,,,,female,2008.0,medicine,,4.0,"""for their discovery of human immunodeficiency virus""","Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur",Paris,France,61,0,0
840,825,Luc,Montagnier,1932-08-18,,France,FR,Chabris,,,,male,2008.0,medicine,,4.0,"""for their discovery of human immunodeficiency virus""",World Foundation for AIDS Research and Prevention,Paris,France,76,0,1
841,826,Yoichiro,Nambu,1921-01-18,2015-07-05,Japan,JP,Tokyo,Japan,JP,Osaka,male,2008.0,physics,,2.0,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""","Enrico Fermi Institute, University of Chicago","Chicago, IL",USA,87,0,1
842,827,Makoto,Kobayashi,1944-04-07,,Japan,JP,Nagoya,,,,male,2008.0,physics,,4.0,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",High Energy Accelerator Research Organization (KEK),Tsukuba,Japan,64,0,1
843,828,Toshihide,Maskawa,1940-02-07,,Japan,JP,Nagoya,,,,male,2008.0,physics,,4.0,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",Kyoto Sangyo University,Kyoto,Japan,68,0,1
844,828,Toshihide,Maskawa,1940-02-07,,Japan,JP,Nagoya,,,,male,2008.0,physics,,4.0,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""","Yukawa Institute for Theoretical Physics (YITP), Kyoto University",Kyoto,Japan,68,0,1
845,829,Osamu,Shimomura,1928-08-27,,Japan,JP,Kyoto,,,,male,2008.0,chemistry,,3.0,"""for the discovery and development of the green fluorescent protein, GFP""",Marine Biological Laboratory (MBL),"Woods Hole, MA",USA,80,0,1
846,829,Osamu,Shimomura,1928-08-27,,Japan,JP,Kyoto,,,,male,2008.0,chemistry,,3.0,"""for the discovery and development of the green fluorescent protein, GFP""",Boston University Medical School,"Massachusetts, MA",USA,80,0,1
847,830,Martin,Chalfie,1947-01-15,,USA,US,"Chicago, IL",,,,male,2008.0,chemistry,,3.0,"""for the discovery and development of the green fluorescent protein, GFP""",Columbia University,"New York, NY",USA,61,1,1
848,831,Roger Y.,Tsien,1952-02-01,2016-08-24,USA,US,"New York, NY",USA,US,"Eugene, OR",male,2008.0,chemistry,,3.0,"""for the discovery and development of the green fluorescent protein, GFP""",University of California,"San Diego, CA",USA,56,1,1
849,831,Roger Y.,Tsien,1952-02-01,2016-08-24,USA,US,"New York, NY",USA,US,"Eugene, OR",male,2008.0,chemistry,,3.0,"""for the discovery and development of the green fluorescent protein, GFP""",Howard Hughes Medical Institute,,,56,1,1
850,832,Jean-Marie Gustave,Le Clézio,1940-04-13,,France,FR,Nice,,,,male,2008.0,literature,,1.0,"""author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization""",,,,68,0,1
851,833,Martti,Ahtisaari,1937-06-23,,Finland,FI,Viipuri (now Vyborg),,,,male,2008.0,peace,,1.0,"""for his important efforts, on several continents and over more than three decades, to resolve international conflicts""",,,,71,0,1
852,834,Paul,Krugman,1953-02-28,,USA,US,"New York, NY",,,,male,2008.0,economics,,1.0,"""for his analysis of trade patterns and location of economic activity""",Princeton University,"Princeton, NJ",USA,55,1,1
853,835,Elizabeth H.,Blackburn,1948-11-26,,Australia,AU,"Hobart, Tasmania",,,,female,2009.0,medicine,,3.0,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",University of California,"San Francisco, CA",USA,61,1,0
854,836,Carol W.,Greider,1961-04-15,,USA,US,"San Diego, CA",,,,female,2009.0,medicine,,3.0,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",Johns Hopkins University School of Medicine,"Baltimore, MD",USA,48,1,0
855,837,Jack W.,Szostak,1952-11-09,,United Kingdom,GB,London,,,,male,2009.0,medicine,,3.0,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",Harvard Medical School,"Boston, MA",USA,57,1,1
856,837,Jack W.,Szostak,1952-11-09,,United Kingdom,GB,London,,,,male,2009.0,medicine,,3.0,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",Massachusetts General Hospital,"Boston, MA",USA,57,1,1
857,837,Jack W.,Szostak,1952-11-09,,United Kingdom,GB,London,,,,male,2009.0,medicine,,3.0,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",Howard Hughes Medical Institute,,,57,1,1
858,838,Charles Kuen,Kao,1933-11-04,,China,CN,Shanghai,,,,male,2009.0,physics,,2.0,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",Standard Telecommunication Laboratories,Harlow,United Kingdom,76,0,1
859,838,Charles Kuen,Kao,1933-11-04,,China,CN,Shanghai,,,,male,2009.0,physics,,2.0,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",Chinese University of Hong Kong,Hong Kong,China,76,0,1
860,839,Willard S.,Boyle,1924-08-19,2011-05-07,Canada,CA,"Amherst, NS",Canada,CA,"Truro, NS",male,2009.0,physics,,4.0,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",Bell Laboratories,"Murray Hill, NJ",USA,85,1,1
861,840,George E.,Smith,1930-05-10,,USA,US,"White Plains, NY",,,,male,2009.0,physics,,4.0,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",Bell Laboratories,"Murray Hill, NJ",USA,79,1,1
862,841,Venkatraman,Ramakrishnan,,,India,IN,"Chidambaram, Tamil Nadu",,,,male,2009.0,chemistry,,3.0,"""for studies of the structure and function of the ribosome""",MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,0,0,1
863,842,Thomas A.,Steitz,1940-08-23,,USA,US,"Milwaukee, WI",,,,male,2009.0,chemistry,,3.0,"""for studies of the structure and function of the ribosome""",Yale University,"New Haven, CT",USA,69,1,1
864,842,Thomas A.,Steitz,1940-08-23,,USA,US,"Milwaukee, WI",,,,male,2009.0,chemistry,,3.0,"""for studies of the structure and function of the ribosome""",Howard Hughes Medical Institute,,,69,1,1
865,843,Ada E.,Yonath,1939-06-22,,British Mandate of Palestine (now Israel),IL,Jerusalem,,,,female,2009.0,chemistry,,3.0,"""for studies of the structure and function of the ribosome""",Weizmann Institute of Science,Rehovot,Israel,70,0,0
866,844,Herta,Müller,1953-08-17,,Romania,RO,"Nitzkydorf, Banat",,,,female,2009.0,literature,,1.0,"""who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed""",,,,56,0,0
867,845,Barack H.,Obama,1961-08-04,,USA,US,"Honolulu, HI",,,,male,2009.0,peace,,1.0,"""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples""",,,,48,1,1
868,846,Elinor,Ostrom,1933-08-07,2012-06-12,USA,US,"Los Angeles, CA",USA,US,"Bloomington, IN",female,2009.0,economics,,2.0,"""for her analysis of economic governance, especially the commons""",Indiana University,"Bloomington, IN",USA,76,1,0
869,846,Elinor,Ostrom,1933-08-07,2012-06-12,USA,US,"Los Angeles, CA",USA,US,"Bloomington, IN",female,2009.0,economics,,2.0,"""for her analysis of economic governance, especially the commons""",Arizona State University,"Tempe, AZ",USA,76,1,0
870,847,Oliver E.,Williamson,1932-09-27,,USA,US,"Superior, WI",,,,male,2009.0,economics,,2.0,"""for his analysis of economic governance, especially the boundaries of the firm""",University of California,"Berkeley, CA",USA,77,1,1
871,848,Robert G.,Edwards,1925-09-27,2013-04-10,United Kingdom,GB,Batley,United Kingdom,GB,Cambridge,male,2010.0,medicine,,1.0,"""for the development of in vitro fertilization""",University of Cambridge,Cambridge,United Kingdom,85,1,1
872,849,Andre,Geim,1958-10-21,,Russia,RU,Sochi,,,,male,2010.0,physics,,2.0,"""for groundbreaking experiments regarding the two-dimensional material graphene""",University of Manchester,Manchester,United Kingdom,52,0,1
873,850,Konstantin,Novoselov,1974-08-23,,Russia,RU,Nizhny Tagil,,,,male,2010.0,physics,,2.0,"""for groundbreaking experiments regarding the two-dimensional material graphene""",University of Manchester,Manchester,United Kingdom,36,0,1
874,851,Richard F.,Heck,1931-08-15,2015-10-09,USA,US,"Springfield, MA",Philippines,,Manila,male,2010.0,chemistry,,3.0,"""for palladium-catalyzed cross couplings in organic synthesis""",University of Delaware,,USA,79,1,1
875,852,Ei-ichi,Negishi,1935-07-14,,China,CN,Changchun,,,,male,2010.0,chemistry,,3.0,"""for palladium-catalyzed cross couplings in organic synthesis""",Purdue University,"West Lafayette, IN",USA,75,0,1
876,853,Akira,Suzuki,1930-09-12,,Japan,JP,Mukawa,,,,male,2010.0,chemistry,,3.0,"""for palladium-catalyzed cross couplings in organic synthesis""",Hokkaido University,Sapporo,Japan,80,0,1
877,854,Mario,Vargas Llosa,1936-03-28,,Peru,PE,Arequipa,,,,male,2010.0,literature,,1.0,"""for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat""",,,,74,0,1
878,855,Liu,Xiaobo,1955-12-28,,China,CN,,,,,male,2010.0,peace,,1.0,"""for his long and non-violent struggle for fundamental human rights in China""",,,,55,0,1
879,856,Peter A.,Diamond,1940-04-29,,USA,US,"New York, NY",,,,male,2010.0,economics,,3.0,"""for their analysis of markets with search frictions""",Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,70,1,1
880,857,Dale T.,Mortensen,1939-02-02,2014-01-09,USA,US,"Enterprise, OR",USA,US,"Wilmette, IL",male,2010.0,economics,,3.0,"""for their analysis of markets with search frictions""",Northwestern University,"Evanston, IL",USA,71,1,1
881,857,Dale T.,Mortensen,1939-02-02,2014-01-09,USA,US,"Enterprise, OR",USA,US,"Wilmette, IL",male,2010.0,economics,,3.0,"""for their analysis of markets with search frictions""",Aarhus University,Aarhus,Denmark,71,1,1
